	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Blautia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.000139762	0	0	0.000104847	0	3.49E-05	0.000175291	3.50E-05	7.00E-05	0	0	0.000104924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvii28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0.000104697	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Bordetella	3.50E-05	3.50E-05	3.50E-05	0	0	0	3.50E-05	0	0	0	0	3.50E-05	3.50E-05	0	0	3.50E-05	3.50E-05	3.50E-05	0	0	3.50E-05	3.50E-05	0	0	0	3.50E-05	0	0	0	0	0	0	0	3.50E-05	0	3.50E-05	0	0	3.50E-05	3.50E-05	0	0	0	0	3.50E-05	0	0	0	3.50E-05	3.50E-05	3.50E-05	3.50E-05	0	0	0	3.50E-05	3.50E-05	0	3.50E-05	3.50E-05	0	3.50E-05	3.50E-05	0	0	0	0	0.000384239	0	0.000139655	0	0	0	0	0.000174095	0	0	0.000383891	0	0	0	0.00024358	0	0	0.000630318	0	0	0	0	3.50E-05	0.000209644	0	0	0	0	0	0	0	0.000139973	0	0	6.99E-05	0	0	0.000245356	0	0.000140169	0	0	0.000105002	0	0	0	0	0	0	0	0.000105082	0.000105016	0	0	0	0	0.000315369	0	0	0	0	0	0	0.000104749	0	0	0	0	0	0.000209886	0.000350693	0	0	0	0	0	0	0	0	0	0	0.001294793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174764	0	7.01E-05	0	0	0.000385654	0	0	0	0	0	0.000245442	0	0.000315579	0	0	0.000663871	0.000280682
Brachybacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244405	0	0	0	0	0	0	0	0	0	0	0	0.000628975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	6.97E-05	0	0	0	0	0	0	0	0	0	6.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.000698714	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Brochothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Bulleidia	0	0	0	0.000419404	0	0.000104833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139509	0.000104822	0	0.000139948	0.000174709	0	0.000209556	0	0	0.001118607	0	0	0	0	0	0.000104844	0	0	0.000174752	0	0	0	0.000174831	0	0.000104752	0	0	0	0	0.000140002	0	0	0.000104752	0	0	0	0	0	0	0	0	0	0	0	0	0.000139723	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0.000560656	0.000210077	3.49E-05	0	0	0	0	3.49E-05	0	0.000139806	7.00E-05	0	7.00E-05	0.000104924	0	3.48E-05	0	6.99E-05	0	0	3.49E-05	3.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245107	0	0	0	0.000104479	0	0	0.000140336	3.50E-05	0	0	0	0	0.000105267	0	0	0.000210445	0	6.96E-05	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0.000315236	3.50E-05	0	0	0	3.49E-05	0	0.000105252	0	0.000175266	0.000245399	0	0	0	0	0	0.000350816	0.000419287	0
Butyricimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.48E-05	3.50E-05	3.49E-05	0	0.000139694	0	0	7.00E-05	0.000140095	0	0.000314773	0	0	0	0	0	0	0	0	0	0	7.01E-05	0.000105108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0.000175408	0	0
Butyrivibrio	0	0	0	0	0	0	0	0	0	0	3.48E-05	0	0	0	0	0	0	0.000419551	0	0	0	0	0	0	0	0	0	0	0	3.48E-05	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0.000699399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0.000245287	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0.000209959	0	0.000420168	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0.001648718	3.49E-05	0	0	3.51E-05	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05
Calothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139943	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Campylobacter	0.00129511	0.000210136	0.002972444	0.00192227	0.001288794	0.00499703	0.001084295	0.000139349	0.00348335	0.00167709	0.000347838	0.005982577	0.003496015	0.003003423	0.002270742	0.002204802	0.006714226	0.007551919	0.004085053	0.000908646	0.00360165	0.000560126	0.001883371	0.004961565	0.000139533	0.007627178	0.004437611	0.003144324	0.004959486	0.001738526	0.004228108	0.004858951	0.000382622	0.002553519	0.000313174	0.002170488	0.001814249	0.002306563	0.004409912	0.003745187	0.004019293	0.002831673	0.000104453	0.000139392	0.002622469	0.001011052	0.006180383	0.005222114	0.003569429	0.005280459	0.000245184	0.002345035	0.004019714	0.000174697	0.004364678	0.002205882	0.002697117	0.003913621	0.00378138	0.004967988	0.000139519	0.001435423	0.001296017	0.000592293	0.000488298	0.008044856	0.011871923	0.002864329	0.000139116	0.001536206	0.000768237	3.47E-05	0.001007224	0.001081496	0.001706128	0.000104435	0.001671135	0.000872479	0.002375878	0.000383904	0.000452017	0.002609785	0.002719191	6.98E-05	0.003536786	0.000174222	0.002746871	0.001465201	0.001436681	0.003291201	0.000943396	0.001566471	0.000910715	0.010729389	0.002744962	0.005797304	0.001016688	0.000559225	0.001959618	0.002836929	0.002485994	0.000174874	0.00329732	0.001881664	0.003434981	0.001467505	0.0031538	0.003676857	0.002619355	0.002485037	0.000522375	0.000487873	0.001191728	0.002907995	0.002651409	0.001253656	0.001717972	0.004098217	0.003220499	0.004202564	0.00293378	0.000453736	0.001364447	0.003644264	0.004307929	0.00349944	0.003541126	0.004385196	0.003711615	0.002724891	0.001152235	0.003045579	0.000208957	0.00031324	0.002417575	0.002947058	0.004932312	0.00382255	0.001466634	0.003190072	0.001290683	0.002912383	0.004235953	0.005604203	0.004629792	0.003146853	0.001287404	0.005782965	0.002379619	0.003150709	0.001401002	0.00199993	0.002490791	0.000976733	0.002864429	0.002490616	0.003737469	0.001119272	0.004523459	0.002350795	0.001718334	0.001043152	0.002031524	0.002516603	0.004209345	0.00539953	0.001503759	0.001921465	0.002278863	0.002982142	0.002065682	0.001647504	0.002208589	0.003613655	0.001788219	0.002172237	0.002524633	0.002414529	0.002034731	0.002795248	0.003122588
Candidatus Nitrososphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Candidatus Xiphinematobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Capnocytophaga	0.000280024	0.000315203	0.003252203	0.005312456	0.000487652	0.004193312	0.004267226	0.000174186	0.003204682	0.007931239	0.000765244	0.006927194	0.007970913	0.026227562	0.003248908	0.001679849	0.012344384	0.004650024	0.00020949	0.003005522	0.000244772	0.000280063	0.005894252	0.00118798	0.0002093	0.000279896	0.008595688	0.036054921	0.005308745	0.00406815	0.000244601	0.002377041	0.002087029	0.000699594	0.000869928	0.002520567	0.000628009	0.009121409	0.002344953	0.003220161	0.005312456	0.010522636	0.000174089	0.00017424	0.017727893	0.001394554	0.006599392	0.00017407	0.011268197	0.013603301	0.000315236	0.001575024	0.00632668	0.033017714	0.022661406	0.003256303	0.009737644	0.000244601	0.002240818	0.002903824	0.000209278	0.000595176	0.005394234	0.001219427	0.002301978	0.007940378	0.019972764	0.00709096	0.000104337	0.001536206	0.001257115	0	0.00149347	0.001465253	0.005745125	0.000278493	0.003551161	0	0.003598756	0.000488605	0.000904033	0.000382768	0.009377724	0.00080226	0.00437721	0.001358932	0.003303199	0	0.003924592	0.005391968	0.007372467	0.002924078	0.00126099	0.010449796	0.000312717	0.006286233	0.001437386	0.005207787	0.004094202	0.001225834	0.003606443	0	0.002981619	0.00080145	0.002173151	0.000978337	0.006097347	0.003151592	0.002759054	0.003605054	0.000522375	0.001045442	0.001822643	0.002067129	0.006279654	0.000800947	0.004452703	0.0042033	0.004585711	0.003677243	0.001117631	0.00062825	0.00167932	0.002768239	0.011137574	0.003604423	0.004698128	0.011015611	0.006477818	0.001606987	0.001361732	0.006301197	0	0	0.001191269	0.00305231	0.003463113	0.005891636	0.002688829	0.00140223	0.002546482	0.005649321	0.006651497	0.013415061	0.009680474	0.01527972	0.000869868	0.000627068	0.001399776	0.003605811	0.002486778	0.002842006	0.004525522	0.001639516	0.001397282	0.003963939	0.004470991	0.002238545	0.017602917	0.004175292	0.001998878	0.000625891	0.00290718	0.003809857	0.014627473	0.008169419	0.001713586	0.00317915	0.007082004	0.004420587	0.003256075	0.00459198	0.004732691	0.004596007	0.002664797	0.003118212	0.003611627	0.002519509	0.00694615	0.003109713	0.004490913
Cardiobacterium	3.50E-05	7.00E-05	3.50E-05	3.50E-05	0	3.49E-05	3.50E-05	0	0.000905671	3.49E-05	0	0.000559773	3.50E-05	0.003841587	3.49E-05	3.50E-05	0.001748496	0.001363541	3.49E-05	3.49E-05	3.50E-05	3.50E-05	3.49E-05	3.49E-05	3.49E-05	3.50E-05	3.49E-05	0.000698739	0.000698519	0.000278164	3.49E-05	3.50E-05	0	3.50E-05	0	3.50E-05	0	0.000314531	3.50E-05	3.50E-05	3.50E-05	3.50E-05	0	0	3.50E-05	0	0.001536366	0	3.50E-05	0.002377955	7.01E-05	3.50E-05	0.000734035	0.000104818	3.49E-05	3.50E-05	7.01E-05	3.49E-05	3.50E-05	3.50E-05	3.49E-05	3.50E-05	7.01E-05	0	3.49E-05	0.000243784	0.015573169	3.49E-05	0	0	0	0	0	0	0.000174095	6.96E-05	0.000243707	0	3.49E-05	0	0	0	0.000627506	0	0	0.000243911	0.000243394	0	0	0.000385141	3.49E-05	0.000278484	0.00028022	0.000698983	6.95E-05	3.49E-05	3.51E-05	0.000104855	0.000349932	0	0.000455182	0.000594572	0.000350779	0.000174228	0	0	0.000385464	0	0	0.000245004	0	6.97E-05	0.000245356	0.00017518	0.000383757	0	0.000210364	0.000315247	0.000280043	0	0.000139704	0	0	0.000210246	0.00045531	0	0.000350607	0.000701631	0.000350152	0.000174672	0.000104749	0.000175033	0	0	7.01E-05	0	0.000349809	0.0004559	0.000279359	0.000315502	0.000174417	0.000456156	0.000350079	0.000665499	0.000491039	0.00041958	3.48E-05	0	0.000244961	0.000210047	0	0.000140346	0.000105245	0.000244183	0	0.000280633	0.000454085	0.000244841	0.000596115	0.000210519	0.000140272	0	0.000315236	0.000209717	0.000631402	0.000420743	0.000104913	0.000209614	0.000280475	0.000280672	0.000175058	0.000175266	0.000315513	0.000421008	0	0.000420433	0	0	7.02E-05	0	7.02E-05
Catonella	0	0	0.00017485	3.50E-05	0	0.000349443	0	0	0	0	0	0.000244901	0	0.000174618	0	0	0.001923346	0.001188728	0	0	0	0	0	0.000349406	0	0	0	0.00090836	0.001082705	0.000243394	0	0.000629217	0	0	0	0.000105024	0.001011793	0	0	0	0.000209702	0	0	0	0.000384629	0.000313775	0.000663431	0	0	0.000454609	0	0.000140002	0.000454402	0	0	0.000245098	0	0	0	0	0	0	0	6.97E-05	3.49E-05	0.000487567	0.000628514	3.49E-05	0	0	0	0	0	0	0.001427577	0	0.002576333	0	3.49E-05	0	0.002746871	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	3.51E-05	0	0.000279945	0	0	0.000139899	3.51E-05	0	3.51E-05	0	3.50E-05	0	3.49E-05	0	0	0	3.51E-05	3.50E-05	0	0	3.51E-05	0	0	0	0	0	0	3.50E-05	0	0	3.51E-05	3.51E-05	0	0	0	0	0	0	3.50E-05	3.51E-05	0	3.51E-05	0	3.51E-05	0	3.51E-05	0	0	3.51E-05	0	0	0	0	0.000735165	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.49E-05	0.001958727	0.002349393	3.51E-05	3.51E-05	0	0	0	3.51E-05	3.51E-05	0	3.49E-05	3.51E-05	3.51E-05	0	3.51E-05	3.51E-05	3.51E-05	3.51E-05	3.50E-05	3.51E-05	0	3.51E-05	3.49E-05	3.51E-05
CF231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	7.00E-05	0	0	0	0.000105123	3.50E-05	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209724	0	0	0	0	0	0	0.002239093	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Cloacibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
